iChampionId,num,iAppearancesFrequency,sAveragingPick,sAveragingBan,sAveragingWin,iKill,iDeath,iAssists,sAveragingKill,sAveragingDeath,sAveragingAssists,sAveragingOfferedRate,sOftenMemberName
201,2,4,0.0113,0.0028,0.2500,1,8,28,0.2500,2.0000,7.0000,0.6850000,TTTeeen
202,1,32,0.1046,0.0229,0.4063,105,59,130,3.2813,1.8438,4.0625,0.7000000,JDGLokeN
203,1,5,0.0163,0.0196,0.2000,12,15,20,2.4000,3.0000,4.0000,0.8000000,FPXBeichuan
222,2,43,0.1215,0.0452,0.5581,183,91,257,4.2558,2.1163,5.9767,0.7100000,RNGGALA
223,2,22,0.0621,0.0537,0.5000,13,47,177,0.5909,2.1364,8.0455,0.5500000,TESZhuo
235,2,18,0.0508,0.0282,0.2778,45,62,128,2.5000,3.4444,7.1111,0.7000000,LGDKramer
236,2,38,0.1073,0.1949,0.6842,155,94,208,4.0789,2.4737,5.4737,0.6950000,RNGXiaohu
240,2,4,0.0113,0.0113,1.0000,8,6,35,2.0000,1.5000,8.7500,0.6550000,FPXDoinb
245,1,2,0.0065,0.0065,0.0000,8,3,4,4.0000,1.5000,2.0000,0.8500000,BLGZeka
246,1,1,0.0208,0.0208,1.0000,3,3,7,3.0000,3.0000,7.0000,0.5200000,EDGScout
266,2,58,0.1638,0.1215,0.3966,137,146,242,2.3621,2.5172,4.1724,0.5900000,WEBreathe
268,2,91,0.2571,0.2316,0.5165,227,209,467,2.4945,2.2967,5.1319,0.5600000,EDGScout
360,2,60,0.1695,0.2260,0.3833,253,157,229,4.2167,2.6167,3.8167,0.5650000,V5Trigger
412,2,77,0.2175,0.4576,0.5195,36,234,673,0.4675,3.0390,8.7403,0.7450000,LGDChance
421,1,1,0.0033,0.0000,0.0000,4,6,2,4.0000,6.0000,2.0000,0.5400000,TTXiaopeng
429,1,19,0.0621,0.0556,0.3158,60,54,65,3.1579,2.8421,3.4211,0.5400000,IGPuff
432,2,4,0.0113,0.0028,0.7500,2,10,27,0.5000,2.5000,6.7500,0.6250000,JDGLvMao
497,2,31,0.0876,0.0763,0.5484,21,90,304,0.6774,2.9032,9.8065,0.7450000,LGDChance
498,2,89,0.2514,0.0989,0.5843,381,186,475,4.2809,2.0899,5.3371,0.6000000,EDGViper
516,2,38,0.1073,0.1299,0.3421,35,101,216,0.9211,2.6579,5.6842,0.6500000,LGDCult
517,2,27,0.0763,0.0791,0.6667,118,52,175,4.3704,1.9259,6.4815,0.6700000,JDGYagao
518,1,2,0.0065,0.0000,1.0000,11,7,22,5.5000,3.5000,11.0000,0.7000000,V5Mole
523,2,61,0.1723,0.1412,0.4754,220,162,292,3.6066,2.6557,4.7869,0.6700000,WEJiumeng
526,2,132,0.3729,0.2458,0.5682,92,453,1128,0.6970,3.4318,8.5455,0.6100000,EDGMeiko
777,1,9,0.0294,0.0556,0.4444,29,23,33,3.2222,2.5556,3.6667,0.5300000,OMGWuming
875,2,44,0.1243,0.1073,0.5227,75,150,329,1.7045,3.4091,7.4773,0.5950000,TTTwila
876,2,100,0.2825,0.2712,0.5100,300,259,650,3.0000,2.5900,6.5000,0.6350000,EDGJiejie
