iChampionId,num,iAppearancesFrequency,sAveragingPick,sAveragingBan,sAveragingWin,iKill,iDeath,iAssists,sAveragingKill,sAveragingDeath,sAveragingAssists,sAveragingOfferedRate,sOftenMemberName
110,2,37,0.1146,0.0526,0.6216,138,88,192,3.7297,2.3784,5.1892,0.6600000,RNGUzi
111,2,4,0.0124,0.0000,0.5000,4,17,22,1.0000,4.2500,5.5000,0.5700000,VGSouthwind
112,2,24,0.0743,0.0341,0.3333,40,67,94,1.6667,2.7917,3.9167,0.6550000,V5y4
113,2,30,0.0929,0.0588,0.4000,36,69,224,1.2000,2.3000,7.4667,0.6300000,TOPXx
114,1,12,0.0411,0.0308,0.5833,25,36,35,2.0833,3.0000,2.9167,0.3900000,RNGZz1tai
117,2,4,0.0124,0.0093,0.5000,8,7,20,2.0000,1.7500,5.0000,0.4350000,WExiye
119,2,3,0.0093,0.0000,0.6667,21,9,13,7.0000,3.0000,4.3333,0.7500000,LGDKramer
120,1,4,0.1290,0.0323,0.7500,6,13,28,1.5000,3.2500,7.0000,0.6600000,FPXGimGoon
121,1,19,0.0651,0.0582,0.5263,67,47,89,3.5263,2.4737,4.6842,0.6000000,SSSofM
122,1,2,0.0068,0.0000,0.0000,4,13,3,2.0000,6.5000,1.5000,0.4100000,IGTheShy
126,2,63,0.1950,0.4180,0.5079,205,181,303,3.2540,2.8730,4.8095,0.6300000,JDGYagao
127,2,131,0.4056,0.4644,0.5878,350,356,952,2.6718,2.7176,7.2672,0.6800000,VGJay
134,2,47,0.1455,0.2136,0.5106,151,100,275,3.2128,2.1277,5.8511,0.6250000,IGRookie
136,1,2,0.0068,0.0000,0.5000,6,5,16,3.0000,2.5000,8.0000,0.5200000,BLGKuro
141,1,7,0.0240,0.0103,0.7143,33,21,38,4.7143,3.0000,5.4286,0.6100000,IGNing
142,2,69,0.2136,0.4644,0.6232,235,132,393,3.4058,1.9130,5.6957,0.5900000,TOPKnight9
145,2,152,0.4706,0.1455,0.5526,640,278,728,4.2105,1.8289,4.7895,0.6300000,WEMystic
150,1,2,0.0645,0.0323,0.5000,4,4,18,2.0000,2.0000,9.0000,0.5900000,EDGRay
154,1,5,0.0171,0.0377,0.6000,17,10,48,3.4000,2.0000,9.6000,0.7600000,BLGMetoer
157,1,13,0.0445,0.0993,0.5385,45,40,63,3.4615,3.0769,4.8462,0.5600000,FPXDoinb
161,1,2,0.0068,0.0000,0.0000,0,5,4,0.0000,2.5000,2.0000,0.7000000,SDGTwila
163,2,10,0.0310,0.0031,0.4000,26,23,56,2.6000,2.3000,5.6000,0.7000000,BLGKuro
164,1,37,0.1267,0.2637,0.4595,96,105,185,2.5946,2.8378,5.0000,0.6200000,OMGAle
201,2,113,0.3498,0.0867,0.4248,60,342,954,0.5310,3.0265,8.4425,0.6500000,OMGFive
202,1,1,0.0034,0.0000,1.0000,8,0,4,8.0000,0.0000,4.0000,0.8000000,SNSmlz
203,2,24,0.0743,0.0588,0.5000,76,73,131,3.1667,3.0417,5.4583,0.7550000,TOPXx
222,1,8,0.0274,0.0137,0.5000,45,12,23,5.6250,1.5000,2.8750,0.7300000,TOPLokeN
223,2,110,0.3406,0.2539,0.5455,69,275,771,0.6273,2.5000,7.0091,0.6400000,EDGMeiko
236,2,75,0.2322,0.4056,0.3467,204,172,331,2.7200,2.2933,4.4133,0.6100000,EDGiBoy
238,1,1,0.0034,0.0000,1.0000,1,1,4,1.0000,1.0000,4.0000,0.5500000,EDGScout
240,1,9,0.0308,0.0582,0.6667,28,22,56,3.1111,2.4444,6.2222,0.6500000,RWZhaoYun
245,1,1,0.0034,0.0000,1.0000,4,1,4,4.0000,1.0000,4.0000,0.6100000,RWHuaTian
254,1,2,0.0068,0.0000,0.0000,3,5,10,1.5000,2.5000,5.0000,0.7900000,IGNing
266,1,58,0.1986,0.3493,0.4655,157,128,271,2.7069,2.2069,4.6724,0.5900000,BLGMetoer
267,1,1,0.0034,0.0000,0.0000,2,3,3,2.0000,3.0000,3.0000,0.6200000,RWHuanggai
268,1,1,0.0323,0.0000,0.0000,3,2,4,3.0000,2.0000,4.0000,0.3500000,JDGYagao
412,2,47,0.1455,0.1920,0.4681,42,123,375,0.8936,2.6170,7.9787,0.8000000,SNSwordArT
421,2,57,0.1765,0.3034,0.5263,201,181,293,3.5263,3.1754,5.1404,0.6400000,JDGFlawless
429,2,68,0.2105,0.2508,0.4706,220,168,369,3.2353,2.4706,5.4265,0.6150000,VGPuff
432,1,1,0.0323,0.0968,1.0000,4,4,15,4.0000,4.0000,15.0000,0.8200000,JDGLvMao
497,2,36,0.1115,0.1022,0.6944,26,78,359,0.7222,2.1667,9.9722,0.8550000,EDGMeiko
498,2,27,0.0836,0.0464,0.7037,113,47,163,4.1852,1.7407,6.0370,0.7500000,EDGiBoy
516,2,11,0.0341,0.0031,0.0909,9,36,51,0.8182,3.2727,4.6364,0.5900000,EDGRay
517,2,24,0.0743,0.2260,0.5833,71,51,122,2.9583,2.1250,5.0833,0.7100000,FPXTian
518,1,21,0.0719,0.0616,0.4286,77,48,97,3.6667,2.2857,4.6190,0.6600000,IGTheShy
555,1,4,0.0137,0.0034,0.5000,25,21,29,6.2500,5.2500,7.2500,0.6800000,V5y4
