iMemberId,sMemberName,Name,iTeamId,sFavoriteHeros,num,iPosition,iAppearancesFrequency,iMVPFrequency,sAveragingGold,iKill,iAssists,iDeath,iLastLasthit,iKDA,sAveragingKill,sAveragingDeath,sAveragingAssists,sAveragingLastLasthit,sAveragingWardPlaced,sAveragingWardKilled,sAveragingOfferedRate
1276,RWQiuQiu,QiuQiu,422,"110,202,51",1,辅助,6,0,7567.6667,0,37,19,442,1.9474,0,3.1667,6.1667,73,52,11,0.568
1443,RWBetty,Betty,422,"21,110,235",1,ADC,1,0,9072,3,7,5,201,2,3,5,7,201,7,7,0.9
1447,IGPuff,Puff,2,"110,81,523",1,ADC,2,1,15882.5,11,16,5,627,5.4,5.5,2.5,8,313,13,19,0.635
1458,FPXTian,Tian,7,"64,79,60",1,打野,12,1,10877.1667,41,77,29,2211,4.069,3.4167,2.4167,6.4167,184,14,11,0.611
1464,JDGLvMao,LvMao,29,"12,223,89",1,辅助,13,0,7314.3077,7,121,48,434,2.6667,0.5385,3.6923,9.3077,33,49,9,0.649
1476,UPH4cker,H4cker,685,"64,48,113",1,打野,12,0,11613.9167,39,74,36,2579,3.1389,3.25,3,6.1667,214,13,12,0.695
1496,WEMole,Mole,12,"142,13,134",1,中单,9,2,11264.5556,23,59,26,1992,3.1538,2.5556,2.8889,6.5556,221,10,8,0.567
1534,JDGYagao,Yagao,29,"7,142,3",1,中单,13,3,12747.2308,57,97,28,3296,5.5,4.3846,2.1538,7.4615,253,11,7,0.777
1579,RAFoFo,FoFo,11,"142,7,268",1,中单,12,3,10922.0833,32,67,21,2797,4.7143,2.6667,1.75,5.5833,233,12,7,0.706
1668,RAiBoy,iBoy,11,"145,81,110",1,ADC,12,1,12766.25,47,52,18,3205,5.5,3.9167,1.5,4.3333,267,10,13,0.658
1827,OMGAble,Able,6,"81,145,523",1,ADC,10,1,14146.1,54,57,23,2960,4.8261,5.4,2.3,5.7,296,22,20,0.704
1832,TESJackeyLove,JackeyLove,42,"81,110,145",1,ADC,7,0,12443.4286,21,35,20,1944,2.8,3,2.8571,5,277,11,6,0.578
1852,TTCaptain,Captain,438,"142,7,126",1,中单,2,0,9703,1,7,8,438,1,0.5,4,3.5,219,9,9,0.454
1871,LNGLight,Light,9,"81,110,145",1,ADC,16,0,14654.6875,63,116,17,5120,10.5294,3.9375,1.0625,7.25,320,13,10,0.673
1886,BLGAiming,Aiming,57,"498,429,110",1,ADC,11,1,14251.3636,29,42,23,3504,3.087,2.6364,2.0909,3.8182,318,18,12,0.66
1932,RWZWuJi,ZWuJi,422,"81,51,145",1,ADC,8,1,10972.125,14,18,20,1928,1.6,1.75,2.5,2.25,241,14,10,0.416
1971,TTXiaopeng,Xiaopeng,438,"64,421,56",1,打野,11,1,10775.1818,33,40,45,2089,1.6222,3,4.0909,3.6364,189,18,16,0.75
2027,BLGBiubiu,Biubiu,57,"58,516,126",1,上单,11,1,12165.0909,10,60,29,3005,2.4138,0.9091,2.6364,5.4545,273,15,7,0.604
2064,RNGCryin,Cryin,8,"13,268,42",1,中单,5,0,10652.6,7,33,22,1088,1.8182,1.4,4.4,6.6,217,11,4,0.669
2150,BLGWeiwei,Weiwei,57,"48,2,104",1,打野,11,1,11038.4545,26,52,32,2148,2.4375,2.3636,2.9091,4.7273,195,27,18,0.699
2208,WEMissing,Missing,12,"201,412,89",1,辅助,9,0,7394.6667,5,78,25,294,3.32,0.5556,2.7778,8.6667,32,52,8,0.603
2214,LNGTarzan,Tarzan,9,"104,120,203",1,打野,16,3,12146.9375,50,121,28,3384,6.1071,3.125,1.75,7.5625,211,15,12,0.643
2221,V5Uniboy,Uniboy,587,39,1,中单,9,1,9500.7778,16,40,26,1829,2.1538,1.7778,2.8889,4.4444,203,11,5,0.83
2268,SNAngel,Angel,41,"142,134,7",1,中单,10,2,12132.9,34,62,24,2455,4,3.4,2.4,6.2,245,13,9,0.749
2272,WEElk,Elk,12,"81,22,523",1,ADC,9,1,13643.4444,38,49,13,2611,6.6923,4.2222,1.4444,5.4444,290,13,15,0.648
2284,SNhuanfeng,huanfeng,41,"498,145,21",1,ADC,10,0,14298.7,38,61,11,3092,9,3.8,1.1,6.1,309,18,13,0.744
2295,TESZhuo,Zhuo,42,"412,89,12",1,辅助,7,0,6896.8571,3,61,22,209,2.9091,0.4286,3.1429,8.7143,29,47,9,0.651
2346,RACube,Cube,11,"58,516,82",1,上单,12,0,10607.6667,25,71,32,2543,3,2.0833,2.6667,5.9167,211,14,4,0.57
2355,LGDMark,Mark,4,"111,89,223",1,辅助,11,0,7388.4545,2,118,30,453,4,0.1818,2.7273,10.7273,41,50,14,0.71
2357,RNGGALA,GALA,8,"145,110,498",1,ADC,5,0,14635.6,25,20,20,1671,2.25,5,4,4,334,9,15,0.732
2506,TTYe,Ye,438,"7,517,134",1,中单,9,0,11136.4444,16,34,29,2058,1.7241,1.7778,3.2222,3.7778,228,15,6,0.611
2562,TESknight,knight,42,"142,134,42",1,中单,7,2,12689.8571,39,23,9,1814,6.8889,5.5714,1.2857,3.2857,259,7,8,0.695
2563,IGWink,Wink,2,"523,110,81",1,ADC,8,0,12737.875,21,28,22,2301,2.2273,2.625,2.75,3.5,287,18,9,0.531
2573,WEbeishang,beishang,12,"2,59,104",1,打野,9,0,11172.6667,22,68,16,1743,5.625,2.4444,1.7778,7.5556,193,10,18,0.673
2600,RAHang,Hang,11,"223,111,350",1,辅助,12,1,7037.6667,5,81,28,591,3.0714,0.4167,2.3333,6.75,49,46,9,0.559
2613,UPxiaocaobao,xiaocaobao,685,"112,8,61",1,中单,7,0,12657.5714,22,41,30,1924,2.1,3.1429,4.2857,5.8571,274,17,11,0.655
2662,BLGppgod,ppgod,57,"111,412,99",1,辅助,11,0,7536.3636,6,64,34,444,2.0588,0.5455,3.0909,5.8182,40,46,7,0.633
2667,IGLucas,Lucas,2,"44,201,3",1,辅助,8,0,7051.625,3,50,18,299,2.9444,0.375,2.25,6.25,37,52,16,0.617
2687,SNBin,Bin,41,"58,266,41",1,上单,10,1,13283.1,32,46,26,2782,3,3.2,2.6,4.6,278,16,4,0.627
2757,UPShiauC,ShiauC,685,"412,111,89",1,辅助,12,0,7590.9167,7,91,56,537,1.75,0.5833,4.6667,7.5833,44,54,11,0.666
2770,EDGJiejie,Jiejie,1,"64,59,48",1,打野,9,1,11064.2222,25,79,11,1626,9.4545,2.7778,1.2222,8.7778,180,13,11,0.711
2771,JDGKanavi,Kanavi,29,"64,104,203",1,打野,13,4,12027.8462,61,99,39,2672,4.1026,4.6923,3,7.6154,205,11,14,0.769
2776,OMGAki,Aki,6,"203,104,48",1,打野,10,0,10242.2,23,85,18,1749,6,2.3,1.8,8.5,174,10,8,0.712
2778,RWForge,Forge,422,"517,39,7",1,中单,9,0,10985.4444,19,34,28,2184,1.8929,2.1111,3.1111,3.7778,242,11,6,0.833
2798,RALeyan,Leyan,11,"517,76,48",1,打野,12,3,10743.1667,31,66,40,2356,2.425,2.5833,3.3333,5.5,196,10,12,0.7
2820,LGDGarvey,Garvey,4,"39,266,58",1,上单,9,1,11630.8889,21,74,42,2096,2.2619,2.3333,4.6667,8.2222,232,12,6,0.618
2835,FPXNuguri,Nuguri,7,"516,85,117",1,上单,12,2,13080.3333,50,57,37,3129,2.8919,4.1667,3.0833,4.75,260,12,8,0.592
3002,UPzs,zs,685,"58,516,62",1,上单,12,1,12106.9167,39,59,37,2905,2.6486,3.25,3.0833,4.9167,242,13,6,0.585
3006,LNGIwandy,Iwandy,9,"89,412,223",1,辅助,16,1,8036.5,16,171,32,611,5.8438,1,2,10.6875,38,65,13,0.709
3007,OMGCOLD,COLD,6,"223,111,412",1,辅助,10,1,7270.5,2,111,28,463,4.0357,0.2,2.8,11.1,46,43,8,0.744
3018,BLGZeka,Zeka,57,"142,7,3",1,中单,11,1,12329.0909,36,43,23,2699,3.4348,3.2727,2.0909,3.9091,245,9,5,0.746
3025,JDGLpc,Lpc,29,"523,22,81",1,ADC,3,0,12419.3333,9,24,3,785,11,3,1,8,261,10,3,0.643
3054,TTSamD,SamD,438,"22,429,81",1,ADC,11,0,12661.6364,22,30,33,3343,1.5758,2,3,2.7273,303,13,10,0.6
3114,IGXUN,XUN,2,"104,245,203",1,打野,10,2,11729.6,34,58,22,2034,4.1818,3.4,2.2,5.8,203,9,8,0.705
3122,OMGNew,New,6,"62,516,58",1,上单,10,0,11614,28,76,22,2296,4.7273,2.8,2.2,7.6,229,13,5,0.663
3131,UPirma,irma,685,"3,875,4",1,中单,5,0,11468.4,7,34,14,1262,2.9286,1.4,2.8,6.8,252,11,8,0.75
3145,V5ZYF,ZYF,587,,1,辅助,9,0,5853.3333,4,42,35,267,1.3143,0.4444,3.8889,4.6667,29,43,6,0.694
3159,V5Kepler,Kepler,587,"81,523,22",1,ADC,9,0,10893.3333,19,20,26,2348,1.5,2.1111,2.8889,2.2222,260,12,9,0.513
3176,V5Invincible,Invincible,587,"126,164,516",1,上单,9,0,9726.6667,11,36,30,1939,1.5667,1.2222,3.3333,4,215,11,5,0.661
3289,LGDshad0w,shad0w,4,"104,28,876",1,打野,11,2,11207.0909,38,101,29,2001,4.7931,3.4545,2.6364,9.1818,181,11,12,0.773
3509,SNON,ON,41,"89,412",1,辅助,10,2,7736.5,6,83,31,540,2.871,0.6,3.1,8.3,54,60,13,0.691
3511,IGneny,neny,2,"164,39,516",1,上单,10,1,12146.4,34,48,22,2373,3.7273,3.4,2.2,4.8,237,9,4,0.677
3516,TESQingtian,Qingtian,42,"122,266,516",1,上单,7,1,11605.4286,19,32,17,1618,3,2.7143,2.4286,4.5714,231,8,5,0.491
3519,WEBreathe,Breathe,12,"24,164,58",1,上单,9,3,13524.5556,45,42,16,2445,5.4375,5,1.7778,4.6667,271,14,7,0.667
3563,V5pzx,pzx,587,,1,打野,9,0,9415.5556,17,33,35,1603,1.4286,1.8889,3.8889,3.6667,178,9,9,0.765
3578,RWkaixuan,kaixuan,422,,1,辅助,3,0,4738,2,10,8,52,1.5,0.6667,2.6667,3.3333,17,31,7,0.666
3580,RWicecoKe,icecoKe,422,,1,打野,9,0,9454.5556,15,38,29,1601,1.8276,1.6667,3.2222,4.2222,177,16,10,0.868
3583,RW8917,8917,422,,1,上单,9,0,9417.8889,10,29,39,1874,1,1.1111,4.3333,3.2222,208,9,5,0.44
3619,LNGAle,Ale,9,,1,上单,16,2,13369.8125,67,84,37,4229,4.0811,4.1875,2.3125,5.25,264,12,7,0.593
3682,TTPatch,Patch,438,,1,辅助,11,0,6901.3636,4,41,42,357,1.0714,0.3636,3.8182,3.7273,32,45,11,0.525
3683,OMGCreme,Creme,6,,1,中单,10,3,12015.3,40,64,13,2461,8,4,1.3,6.4,246,10,5,0.671
3686,LGDfearness,fearness,4,,1,上单,2,0,13613,7,15,2,516,11,3.5,1,7.5,258,8,9,0.649
