iMemberId,sMemberName,Name,iTeamId,sFavoriteHeros,num,iPosition,iAppearancesFrequency,iMVPFrequency,sAveragingGold,iKill,iAssists,iDeath,iLastLasthit,iKDA,sAveragingKill,sAveragingDeath,sAveragingAssists,sAveragingLastLasthit,sAveragingWardPlaced,sAveragingWardKilled,sAveragingOfferedRate
2064,RNGCryin,Cryin,8,"13,268,42",2,中单,54,5,12957.2222,171,414,115,14769,5.087,3.1667,2.1296,7.6667,270,13,6,0.639
2116,LGDChance,Chance,4,"412,223,201",1,辅助,25,1,7082.08,19,177,95,920,2.0632,0.76,3.8,7.08,36,49,11,0.646
2147,TES369,369,42,"58,41,8",2,上单,47,8,12534.2979,155,294,120,11639,3.7417,3.2979,2.5532,6.2553,252.5,11.5,6,0.5785
2150,V5Weiwei,Weiwei,587,"48,2,104",1,打野,38,7,10640.4211,120,224,105,7058,3.2762,3.1579,2.7632,5.8947,185,13,11,0.733
2208,WEMissing,Missing,12,"201,412,89",2,辅助,39,2,7242.3846,33,297,133,1455,2.4812,0.8462,3.4103,7.6154,35.5,41,11.5,0.5925
2214,LNGTarzan,Tarzan,9,"104,120,203",2,打野,37,3,10319.1622,95,184,80,7000,3.4875,2.5676,2.1622,4.973,164,9.5,9.5,0.645
2221,LGDUniboy,Uniboy,4,39,1,中单,37,3,11467.0811,95,187,101,9356,2.7921,2.5676,2.7297,5.0541,252,11,6,0.707
2268,SNAngel,Angel,41,"142,134,7",2,中单,43,4,12223.3256,120,322,61,11305,7.2459,2.7907,1.4186,7.4884,242.5,13,6,0.6885
2272,WEJiumeng,Jiumeng,12,"81,22,523",2,ADC,39,6,13231.641,161,196,92,11153,3.8804,4.1282,2.359,5.0256,270.5,13.5,7,0.613
2284,SNhuanfeng,huanfeng,41,"498,145,21",2,ADC,43,6,14794.3721,240,216,56,13790,8.1429,5.5814,1.3023,5.0233,308,16.5,12,0.6905
2295,TESZhuo,Zhuo,42,"412,89,12",2,辅助,47,1,7526.7021,36,470,115,2085,4.4,0.766,2.4468,10,48,50,14.5,0.6185
2308,LGDKui,Kui,4,"104,64,48",1,打野,33,1,9864.0909,61,179,102,5909,2.3529,1.8485,3.0909,5.4242,179,11,12,0.679
2346,RACube,Cube,11,"58,516,82",2,上单,43,3,12057.3256,88,203,112,11107,2.5982,2.0465,2.6047,4.7209,255.5,16,5,0.541
2355,BLGMark,Mark,57,"111,89,223",1,辅助,17,1,7746.1176,7,137,54,678,2.6667,0.4118,3.1765,8.0588,39,53,15,0.651
2357,RNGGALA,GALA,8,"145,110,498",2,ADC,54,5,14964.2778,302,286,98,17272,6,5.5926,1.8148,5.2963,313,10,11.5,0.663
2562,TESknight,knight,42,"142,134,42",2,中单,47,4,12943.5319,207,312,92,12614,5.6413,4.4043,1.9574,6.6383,270,8.5,8,0.651
2563,IGWink,Wink,2,"523,110,81",2,ADC,24,2,13025.5417,93,130,46,6581,4.8478,3.875,1.9167,5.4167,278.5,17.5,10.5,0.576
2573,WEbeishang,beishang,12,"2,59,104",2,打野,39,9,10739.5128,120,239,81,7455,4.4321,3.0769,2.0769,6.1282,173,7.5,15.5,0.6715
2600,RAHang,Hang,11,"223,111,350",2,辅助,44,2,7624.5909,44,324,114,1688,3.2281,1,2.5909,7.3636,36,57,10.5,0.6505
2607,LNGM1kuya,M1kuya,9,"266,58,516",2,上单,30,1,10179.7,35,143,89,6485,2,1.1667,2.9667,4.7667,191,11.5,4.5,0.5995
2615,ESrat,rat,685,"498,110,22",1,ADC,36,0,12377.5833,121,140,111,9846,2.3514,3.3611,3.0833,3.8889,273,12,11,0.625
2625,WEYimeng,Yimeng,12,"3,7,142",1,中单,2,0,11906.5,6,13,9,502,2.1111,3,4.5,6.5,251,17,7,0.815
2662,V5ppgod,ppgod,587,"111,412,99",1,辅助,38,0,6832.9211,22,289,139,1268,2.2374,0.5789,3.6579,7.6053,33,43,10,0.643
2667,IGLucas,Lucas,2,"44,201,3",2,辅助,27,0,6970.7037,15,224,69,918,3.4638,0.5556,2.5556,8.2963,34.5,51.5,10.5,0.643
2687,SNBin,Bin,41,"58,266,41",2,上单,43,6,12538.0465,140,247,82,10862,4.7195,3.2558,1.907,5.7442,243.5,14.5,4.5,0.535
2757,ESShiauC,ShiauC,685,"412,111,89",1,辅助,36,3,6871.0278,37,213,153,1430,1.634,1.0278,4.25,5.9167,39,54,11,0.624
2760,LGDCult,Cult,4,"58,266,516",1,上单,33,0,11023.6061,57,149,91,7709,2.2637,1.7273,2.7576,4.5152,233,10,6,0.579
2762,OMGEric,Eric,6,"81,15,145",1,ADC,36,2,13068.6944,133,142,97,10484,2.8351,3.6944,2.6944,3.9444,291,20,14,0.709
2770,EDGJiejie,Jiejie,1,"64,59,48",2,打野,49,7,10811.1837,111,385,90,9155,5.5111,2.2653,1.8367,7.8571,183.5,15,14,0.7185
2771,JDGKanavi,Kanavi,29,"64,104,203",2,打野,37,4,11879.973,152,261,93,7896,4.4409,4.1081,2.5135,7.0541,214.5,14.5,14.5,0.739
2776,OMGAki,Aki,6,"203,104,48",1,打野,38,2,10106.2895,86,190,98,7104,2.8163,2.2632,2.5789,5,186,12,11,0.727
2778,RWForge,Forge,422,"517,39,7",1,中单,34,1,10768.3529,54,150,113,8226,1.8053,1.5882,3.3235,4.4118,241,12,6,0.6
2798,RALeyan,Leyan,11,"517,76,48",2,打野,40,5,11913.7,126,201,145,9039,2.2552,3.15,3.625,5.025,218,14.5,15.5,0.592
2804,RACube,Cube,11,"111,412,223",1,上单,1,0,11668,3,2,9,238,0.5556,3,9,2,238,19,10,0.31
2813,OMGWuming,Wuming,6,"142,3,517",1,中单,38,0,11044.5,91,187,100,9236,2.78,2.3947,2.6316,4.9211,243,12,5,0.683
2820,LGDGarvey,Garvey,4,"39,266,58",1,上单,9,1,11559.1111,30,33,33,2111,1.9091,3.3333,3.6667,3.6667,234,11,6,0.573
2821,LGDFlora,Flora,4,"104,76,30",1,打野,4,0,9887.75,5,17,10,757,2.2,1.25,2.5,4.25,189,7,9,0.577
2835,FPXNuguri,Nuguri,7,"516,85,117",2,上单,55,5,11936.8909,151,329,162,13174,2.963,2.7455,2.9455,5.9818,240.5,10.5,7,0.6105
2997,TTbless,bless,438,"876,59,64",1,打野,7,0,9410.2857,7,16,21,1329,1.0952,1,3,2.2857,189,8,12,0.567
3002,ESzs,zs,685,"58,516,62",1,上单,36,0,10830.5833,64,149,98,8424,2.1735,1.7778,2.7222,4.1389,234,12,5,0.565
3006,LNGIwandy,Iwandy,9,"89,412,223",2,辅助,37,3,6830.8649,17,264,94,1261,2.9894,0.4595,2.5405,7.1351,30,52.5,10,0.737
3007,OMGCOLD,COLD,6,"223,111,412",1,辅助,38,2,6818.2368,23,260,140,1324,2.0214,0.6053,3.6842,6.8421,34,43,8,0.715
3017,LGDpeace,peace,4,"89,12,412",1,辅助,12,1,6911.5,7,66,32,534,2.2813,0.5833,2.6667,5.5,44,47,10,0.638
3018,BLGZeka,Zeka,57,"142,7,3",1,中单,38,5,12092.9737,93,218,76,9859,4.0921,2.4474,2,5.7368,259,13,5,0.704
3054,TTSamD,SamD,438,"22,429,81",1,ADC,38,5,13401.5263,140,158,123,11253,2.4228,3.6842,3.2368,4.1579,296,14,13,0.701
3064,WEShanks,Shanks,12,"61,69,268",2,中单,37,2,11708.4595,95,213,81,9587,3.8025,2.5676,2.1892,5.7568,254,14,7,0.5345
3114,IGXUN,XUN,2,"104,245,203",2,打野,40,7,10774.15,170,236,98,7279,4.1429,4.25,2.45,5.9,186.5,11,12,0.7235
3122,OMGNew,New,6,"62,516,58",1,上单,30,4,11242.4667,49,154,91,7047,2.2308,1.6333,3.0333,5.1333,234,12,5,0.586
3123,V5LANGX,LANGX,587,"62,24,58",1,上单,3,0,12717.3333,4,22,12,795,2.1667,1.3333,4,7.3333,265,15,6,0.453
3131,ESirma,irma,685,"3,875,4",1,中单,32,1,11219.4688,68,179,90,8052,2.7444,2.125,2.8125,5.5938,251,13,6,0.695
3161,ESInsulator,Insulator,685,"68,7,142",1,中单,4,0,10684.25,4,6,10,1035,1,1,2.5,1.5,258,13,5,0.33
3176,V5Invincible,Invincible,587,"126,164,516",1,上单,1,0,12587,3,6,6,248,1.5,3,6,6,248,15,4,0.6
3182,FPXBo,Bo,7,"104,76,245",1,打野,10,1,12994.6,68,62,24,2185,5.4167,6.8,2.4,6.2,218,6,10,0.68
3507,RWkelin,kelin,422,,1,ADC,5,0,13922.4,17,30,19,1422,2.4737,3.4,3.8,6,284,12,10,0.826
3509,SNON,ON,41,"89,412",2,辅助,43,3,7251.6047,26,382,121,1487,3.3719,0.6047,2.814,8.8837,33.5,48,9.5,0.6345
3519,WEBreathe,Breathe,12,"24,164,58",2,上单,39,2,11724.0769,102,219,76,9406,4.2237,2.6154,1.9487,5.6154,237.5,12,5,0.491
3539,BLGJwei,Jwei,57,,1,辅助,21,0,6504.5714,9,130,95,661,1.4632,0.4286,4.5238,6.1905,31,48,6,0.631
3548,FPXBeichuan,Beichuan,7,,1,打野,14,2,10824.7857,48,117,39,2686,4.2308,3.4286,2.7857,8.3571,191,8,8,0.735
3557,IGLucas,Lucas,2,,1,辅助,1,0,5818,1,11,2,28,6,1,2,11,28,33,3,0.63
3578,RWkaixuan,kaixuan,422,,1,辅助,16,0,6556.75,9,80,65,480,1.3692,0.5625,4.0625,5,30,48,6,0.653
3579,RWMichi,Michi,422,,1,ADC,10,0,10367.4,20,33,29,2386,1.8276,2,2.9,3.3,238,14,8,0.659
3611,RWReheal,Reheal,422,,1,辅助,7,0,5419.8571,2,28,36,238,0.8333,0.2857,5.1429,4,34,33,7,0.695
3612,V5Trigger,Trigger,587,,1,ADC,20,1,12358.65,72,74,48,5515,3.0417,3.6,2.4,3.7,275,14,10,0.528
3619,LNGAle,Ale,9,,1,上单,7,0,11668.5714,11,36,21,1779,2.2381,1.5714,3,5.1429,254,11,7,0.679
